balcony,bathroom_number,bedroom_number,construction_year,describtion,energy_certificate,garage,heater,internetspeed_maximum,living_space,object_condition,power_consumption,property_type,room_number,total_price
,," 4 , 4 ",1969,"Diese attraktive und familiengerechte Wohnung zeichnet sich durch eine gehobene Innenausstattung aus und befindet sich in der 1. Etage eines sehr gepflegten 6-Parteien Wohnhauses in Ziegelbauweise.

Neben vier attraktiven Wohnräumen verfügt die Wohnung über ein Badezimmer mit Fenster und Waschmaschinenanschluss, sowie ein separates WC mit Fenster.

Praktischerweise ist auch ein großzügiger Abstellraum vorhanden.

Die Wohnung verfügt über ein sehr großes Kellerabteil mit Stromanschluss; Licht und zwei Fenstern (ca. 15 m²). Dadurch könnten sich Hobbyhandwerker bequem eine Werkstatt einrichten.

Im Keller befinden sich desweiteren noch 2 Wäschetrockenräume und ein Fahrradkeller (Gemeinschaftseigentum).

Der Tiefgaragenstellplatz und der Außenstellplatz stehen im Gemeinschaftseigentum und können sehr günstig angemietet werden. Die Mieteinnahmen werden praktischerweise der Gemeinschaft zugeführt.

Das Hausgeld wurde temporär erhöht, um das gegenwärtig hohe Niveau der Instandhaltungsrücklagen weiterhin fortzuführen. 
Die Eigentümergemeinschaft ist stets bedacht, alle erforderlichen und werterhaltenden Instandhaltungs-/Sanierungsmaßnahmen nachhaltig und zeitnah zu erledigen.
Die derzeitige Aufteilung des Hausgeldes gemäß Wirtschaftsplan 2020: 178,00 € im Monat für allgemeine Betriebskosten; 175,00 € im Monat für Heizung/Warmwasser; 155,00 € im Monat für die Zuführung in die Instandhaltungsrücklage


Sie können das Objekt provisionsfrei von privat erwerben.", Zentralheizung , 2 Stellplätze ,, 100 MBit/s , 89 m² ,, Fernwärme , Etagenwohnung , ab sofort , 
,," ab sofort , ab sofort ",1974,"Die angebotene Eigentumswohnung aus dem Jahr 1974 vereint so ziemlich alles, was Sie sich wünschen können. Die Whn
wurde  im letzten Jahr komplett
renoviert.

Sie befindet sich in zentraler Lage von Aschheim. Vier angenehm und praktisch geschnittene helle Zimmer verteilen sich auf eine Gesamtwohnfläche von ca. 104m².

Über das gemeinschaftliche Treppenhaus gelangen Sie in das zweite Obergeschoss des Hauses, befinden Sie sich in einer einladenden Eingangsdiele, die sehr gut als Garderobe zu nutzen ist. Von hir aus gelangen Sie in die Küche mit der modernen, in Kaufpreis enthalten Einbauküche und in das große Wohnzimmer mit dem Zugang zur Terrasse.
Das Kinderzimmer und das Schlafzimmer sind vom Flur aus zu erreichen, Selbstverständlich verfügt die Wohnung über zwei, modern gestaltete Badezimmer. Ein kleineres Duschbad und ein größeres Badezimmer mit Badewanne.

Ein Kellerraum rundet das Angebot ab.", Zentralheizung , 3 ,, 100 MBit/s , 104 m² ,, Gas , Etagenwohnung , 115 m² , 
,," 2 , 2 ",1973,"Schicke 2 ZKBETW mit Lift und Tiefgaragen stellplatz in Alt-Grünwald direkt am Isar-Hochufer.
Die Eigentumswohnung befindet sich in einer sehr gepflegten Wohnanlage. Von der Diele aus geht es zur Küche sowie Wohn- und
Esszimmer. Diese sind offen gestaltet. Vom Wohnzimmer aus geht es auf den Balkon
(Süd-Ost-Lage).
Vom Flur aus geht es in das Schlafzimmer
sowie Bad mit Wanne und WC.
In der Eingangsdiele befindet sich ein 
Einbauschrank.
Zur Wohnung gehört ein Kellerraum
sowie ein Tiefgaragenstellplatz.
Im Haus befindet sich ein Waschkeller.
Die Wohnung ist sehr gepflegt.", Verbrauchsausweis , 1 ,, 100 MBit/s , 63 m² ,, 169 kWh/(m²*a) , Etagenwohnung , nach Absprache , 
,," 3 , 3 ",1973,"Ein perfektes Wohnvergnügen beginnt bei den Grundrissen! Die optimal geschnittene 3-Zimmer-Eigentumswohnung befindet sich im 4. Obergeschoß einer im Jahr 1973 in Massivbauweise errichteten Wohnanlage im Süden von München (Gemeinde Neuried) mit bester Infrastruktur. Von der überdachten Loggia (Südausrichtung) mit Markise, die zum begrünten Innenhof hin ausgerichtet ist, genießt man einen herrlichen Fernblick. Die Eigentumswohnung wird schon viele Jahre vom Eigentümer selbst genutzt und bedarf bei der späteren Eigennutzung einer kompletten und liebevollen Modernisierung. Dies ermöglicht Ihnen eine komplette Neugestaltung der Immobilie nach Ihrem eigenen Geschmack und Ihren individuellen Bedürfnissen. 

Die Wohnanlage wird von einer erfahrenen Hausverwaltung betreut. So werden ständig Maßnahmen zum Erhalt der Substanz durchgeführt. Dementsprechend positiv ist auch der optische Gesamteindruck der gesamten Wohnanlage. So wurde im Jahr 2017 die komplette Heizungsanlage erneuert. Der Eigentümer möchte die Eigentumswohnung auf Basis eines Mietvertrages bei ortsüblicher Miete auch weiterhin nutzen. Zur Wohnung gehört selbstverständlich ein Kellerabteil. Der ebenerdige Tiefgaragenstellplatz kann optional erworben werden. Er ist mit € 25.000,00 noch nicht im Gesamtpreis der Wohnung enthalten. Der Gesamtkaufpreis mit dem Tiefgaragenstellplatz beträgt € 500.000,00. Den Bewohnern steht im Untergeschoß ein Fahrradkeller sowie ein Wasch- und Trockenraum zur Verfügung.", Gas , 1 ,, 100 MBit/s , 100 m² ,, liegt vor , Etagenwohnung , 4 m² , 
,," 01.05.2020 , 01.05.2020 ",1997,"Die von uns angebotene sonnige und schicke  2-Zimmer-Wohnung befindet sich im 2. OG einer sehr gepflegten Wohnanlage in zentraler Lage von Putzbrunn.
Die Wohnung ist im rückwärtigen Bereich der Münchner Straße angesiedelt und deshalb absolut ruhig.   
Das Anwesen wurde im Jahre 1997 in massiver Ziegelbauweise erstellt. 
Über die großzügige Diele betreten Sie die helle und sonnige Wohnung. Hier findet sich ausreichend Platz für Garderobe und Schuhschrank. Linker Hand befindet sich das hell geflieste Badezimmer mit Badewanne, Waschbecken, WC, Waschmaschinenanschluß und Fenster. Weiter geht es ins großzügige Schlafzimmer, das ausreichend Stellfläche für einen Schrank bietet. Vom Schlafzimmer aus haben Sie Zutritt auf den Ost-Balkon, wo Sie bei Sonne Ihr Frühstück genießen können.  Absolutes Highlight ist natürlich der mit einer Größe von ca. 26 m² offen gestaltete Wohnessbereich mit angrenzender Küche. Große Fensterfronten überfluten diesen Bereich mit Licht. Von hier aus haben Sie Zutritt auf den großen West-Balkon. Hier kann man Verweilen und Entspannen. 
Die Küche ist mit einer modernen Einbauküche mit sämtlichen Elektrogeräten ausgestattet. 

Die Wohnung ist mit Parkett- sowie Fliesenboden verlegt. 


Zur Wohnung gehört ein Kellerabteil sowie ein Duplexstellplatz.

Die Wohnung ist derzeit vermietet und wird zum 01.05.2020 frei. 

Die Wohnung erzielt eine monatliche Nettokaltmiete von 590,00 € zuzüglich 50,-- € (Duplex-Stellplatz in der TG ) zuzüglich Nebenkosten", Zentralheizung , 1 ,, 100 MBit/s , 64 m² ,, Gas , Etagenwohnung , 5 m² , 
,," 1 , 1 ",1972,"Die angebotene Wohnung befindet sich in einem Dreifamilienhaus. Dieses wurde 1972 in einer Wohnsiedlung der Gemeinde Pullach erbaut und ist über eine private Zufahrstraße mit dem PKW erreichbar. Die Immobilie befindet sich auf einem Flurstück der Gemarkung Pullach im Isartal des Amtsgerichtes München, mit einer Gesamtgrundstücksgröße von 1.048 m². Auf dem Grundstück befindet sich ein weiteres Gebäude (Doppelhaus). Die Aufteilung erfolgt nach dem Wohnungseigentumsgesetz. Insgesamt besteht die WEG somit aus 5 Einheiten. Beim Veräußerungsobjekt handelt es sich um das Sondereigentum Nr. 5.
Versorgt wird das Haus über eine Ölzentralheizung aus dem Jahr 1988. Alle drei Wohnungen sind vermietet.
Im Eingangsbereich wurde ein Raum für Mülltonnen und eine Abstellmöglichkeiten für Fahrräder geschaffen. 

Das helle Dachstudio mit ca. 52,6 m² ist seit 15.07.2010 vermietet. 
Zur Einheit gehört ein KFZ-Außenstellplatz. Es wird derzeit eine monatliche Mieteinnahme i.H.v. 550,--€ zzgl. Nebenkosten-Vorauszahlung i.H.v. 100,--€ erzielt, somit 650,-- € mtl. Gesamtmieteinnahmen.", Verbrauchsausweis ,,, 100 MBit/s ," 52,6 m² ",," 213,1 kWh/(m²*a) ", Etagenwohnung , 1 , 
,," 2 , 2 ",1992,"Diese moderne, helle 3-Zimmer Wohnung liegt in einer ruhigen und sehr grünen Wohnanlage, 
mit 20 Parteien.
Sie befindet sich im südlichen Teil von Grünwald, direkt am Isarhochufer. Das Ortszentrum ist fußläufig in 7 Min. zu erreichen.
Die gepflegte Wohnung besticht durch ihre Individualität, hervorgerufen durch den praktischen Grundriss, die Helligkeit und der angenehmen Ausstrahlung. Zwei Terrassen und ein Gartenanteil säumen die perfekt ausgerichtete Wohnung.  Der Zugang zu dem malerischem Isarhochufer ist unmittelbar angrenzend.
Der Wohlfühlcharakter kommt bereits in der ansprechenden Gestaltung des Treppenhauses durch seine Großzügigkeit und den schönen farblichen Akzenten zur Geltung.", Gas , 2 Tiefgaragen-Stellplätze ,, 100 MBit/s , 99 m² ,, liegt vor , Terrassenwohnung , 3 , 
,," 2,5 , 2,5 ",1970,"1970 wurde das gepflegte Mehrfamilienhaus errichtet. Die  geräumige und helle Wohnung mit ca. 72,75 m² Wohnfläche befindet sich im 4. Obergeschoss und ist bequem mit dem Lift erreichbar. 
Ein neuwertiger Lift hält jeweils in den Halbebenen der Wohngeschosse. 

Die Wohnung ist vermietet und lediglich zur Kapitalanlage gedacht.", Verbrauchsausweis ,,, 100 MBit/s ," 72,75 m² ",, 103 kWh/(m²*a) , Etagenwohnung , Vermietet , 
,," 12.2019 , 12.2019 ",2019,"Die großzügige DT-Wohnung liegt in einer Neubauvilla mit 5 Wohneinheiten;
Bergblick, große Dachterrasse mit ca. 35 qm.", Gas , 3 ,, 100 MBit/s , 170 m² ,, liegt zur Besichtigung vor , Penthouse , 30 m² ,
,," Nach Absprache , Nach Absprache ",1975,"Eine sehr schön geschnittene 4,5 Zi. EG Wohnung, fast barrierefrei, mit Südterrasse und kleinem Garten zum ruhigem Innenhof. Sehr teure Eingangssicherheitstür mit Doppelsicherung, Stäbchenparkett Eiche im Wohn- und Esszimmer, Flur, AB und Küche hellbraun gefliest, Schlaf- und Kinderzimmer heller Laminatboden (Eiche), im 2. Kinderzimmer ein hellgrüner Teppichboden. Das Bad mit Dusche (Geberit), WC und Waschmaschinenplatz ist 3/4 hoch weiß marmoriert gefliest, der Boden diagonal hellbesch, weiße Holzdecke mit LED Lichtern, das Bad wurde vor 6 Jahren renoviert. Das Gäste WC ebenfalls mit weißer Holzdecke und LED Lichtern, 2/3 gau meliert und Boden weiß meliert gefliest. Weiße Kunststofffenster, automatische Rollläden mit Zeiteinteilung auf der Südseite, auf der Nordseite manuell, weiße Holztüren und Zargen. Die EBK, 4 Induktionsplatten Ceranfeld, Siemens Backofen, Spülmaschine, Kühlschrank mit Eisfach, hell beschichtete Holz Arbeitsplatte, Mikrowelle, marmorierter Fliesenspiegel. Die Gartenterrasse mit großen Platten (heller Naturstein), Überdachung aus Glas, gemauerte Steinwand, Garbonenhecke, kleiner Blumengarten. Großer Keller (14 qm) gefliest mit Fenster und Strom. Sie werden von dieser sonnigen und absolut ruhigen Wohnung begeistert sein", Gas , 3 ,, 100 MBit/s , 98 m² ,, liegt vor , Erdgeschosswohnung , 24 m² , 
,," 2 , 2 ",1975,"Die ca. 80 m² große 3-Zimmer Wohnung liegt im 2. Obergeschoss eines 1978
erstellten, 6-stöckigen Mehrfamilienhauses mit Aufzug.

Durch die großzügige Diele gelangen Sie rechts und links in zwei der drei großen Zimmer, die als Wohn- und Schlafzimmer genutzt werden. Vom Wohnzimmer aus hat man Zugang zur südseitig ausgerichteten Loggia. Geradeaus gelangen Sie in die Küche, das als Büro genutzte, dritte Zimmer sowie zum Bad und zu einem separaten WC. Neben der Küche liegt eine zusätzliche  Abstellkammer.

Zu der Wohnung gehört ein separates Kellerabteil. 

Die Eigentümer sind 75 (sie) und 83 (er) Jahre alt.

Der aktuelle Marktwert beträgt gemäss Gutachten 460.000 Euro.", Gas , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s ," 79,7 m² ",, liegt vor , Etagenwohnung , 3 , 
,," 4 , 4 ",,"- Platz im Überfluss -

lautet das Motto der hier angebotenen Fünf-Zimmer-Maisonette-Wohnung im Zentrum von Sauerlach. 

Schon beim Betreten der Wohnung fällt sofort der großzügige und einladende Eingangsbereich auf. Von hier aus gelangt man in ein neuwertiges und hell gefliestes Tageslicht-Bad sowie in die beiden ungefähr gleich großen Kinderzimmer, die im Dachgeschoss liegen und über eine geschwungene Treppe aus hellem Massivholz zu erreichen sind. 

Ebenfalls im Dachgeschoss gelegen, erschließt sich ein  vollständig separierter „Elternbereich“, der mit einem En-Suite-Bad sowie einer ausladenden Ankleide ausgestattet ist und über eine maßgefertigte Treppe im Wohnzimmer zu erreichen ist. 

Die Küche der Wohnung ist ebenfalls ein echtes „Highlight“, hier dominieren hochpreisige Einbaugeräte und elegantes Granit die Anmutung. Ambitionierte Köche werden sich hier sicher wohlfühlen. 

Entspannen kann man im Sommer auf dem ausladenden und westlich ausgerichtetem Balkon, der bis in die späten Abendstunden von der Sonne beschienen wird, und im Winter im Wohnbereich, der durch den neuen Kamin immer ein wohlig warmes Feuer bereit hält. 

Ein vielseitig nutzbarer Raum (Esszimmer, Gästezimmer, Büro, Kinderzimmer) in der untere Ebene rundet diese Angebot ab. 

Hier werden große Familien voll zufrieden gestellt, weil keine Kompromisse beim Platzbedarf eingegangen werden müssen.",,,,," 127,5 m² ",,, Maisonette , 5 , 
,," nach Vereinbarung , nach Vereinbarung ",1972,"Diese helle und gut geschnittene 1 1/2 Zimmer-Wohnung befindet sich in ruhiger Lage von Neuried.Alle Geschäfte des täglichen Bedarfs befinden sich in nächster Umgebung.Die Wohnung hat einen schönen, fast quadratischen Balkon, mit einem tollen Weitblick.Das mit hellen Fliesen ausgestattete Badezimmer mit Fenster und Wanne hat eine ansprechende Größe.Zwei, in der Diele befindliche Einbauschränke, stehen Ihnen zur Nutzung bereit.Die Küche ist zweckmäßig ausgestattet.Der Ostbalkon ist dem Wohnzimmer vorgelagert, Sie genießen die Sonne fast den ganzen Tag, da sich die Wohnung ganz oben, im 8.Stock, befindet.Das Haus, bzw. die Wohnung, liegt nahe am Forstenrieder Park und lädt ein zu Spaziergängen oder auch sportlichen Betätigungen. Radfahren oder Joggen kann also vor der Haustüre beginnen.     ", Gas , 1 ,, 100 MBit/s , 50 m² ,, liegt vor , Etagenwohnung , 50 m² , 
,," 4 , 4 ",,"Die Wohnung befindet sich in einem Haus, mit nur zwei Wohneinheiten. Nicht die klassische Eigentümergemeinschaft. Heizung, Strom, etc. werden direkt mit dem Versorger abgerechnet. Es gibt  keine Instandhaltungsrücklage. Sie selbst entscheiden, wie bei einem klassischen Haus, wieviel Sie zur Seite sparen. So haben Sie eine deutlich bessere Kostenkontrolle und eben deutlich weniger Kosten.  Vier Zimmer mit vorteilhafter Raumaufteilung.
Vom Eingangsbereich aus gelangen Sie über eine Außentreppe zur Eingangstür.  Über den Flur erreicht man die Küche, das Gäste WC und den großzügigen Wohnbereich mit Kamin und Balkon. Hier befindet sich auch die Wendeltreppe, die in das Dachgeschoss führt.
Von der Galerie gelangt man in die beiden Schlafzimmer sowie das hochwertiges Badezimmer mit Badewanne und Dusche. 
Die kleine Dachterrasse/Balkon lädt dazu ein bei jedem Wetter den Tag ausklingen zu lassen.
Die Wohnung verfügt über einen eigenen Keller mit  Sauna + Dusche sowie eine Waschküche und den Technikraum. Hier befindet sich die neuwertige Heizung, die ausschließlich die eigene Wohnung versorgt.",, 1 ,,, 130 m² ,,, Maisonette , 130 m² , 
,," 3 , 3 ",,"- Wohnung Nr. 116
- Immobilie zur Kapitalanlage 
- Langfristiges Mietverhältnis
- Mieter hat 10 jährigen Kündigungsschutz vor      Eigenbedarf
- gute Infrastruktur
- namhafte Arbeitgeber in der Nähe
- Wertsteigerungspotenzial

Nähere Angaben zu dem Mietverhältnis und die Höhe der Mieteinnahmen lassen wir Ihnen auf Anfrage gerne zukommen.

Aus Diskretionsgründen können wir keine Bilder von den Räumlichkeiten abbilden.  

Weitere interessante Wohnungen finden Sie auf www.dawonia.de.",, 2 Tiefgaragen-Stellplätze ,,, 129 m² ,,, Etagenwohnung ," 4,5 ", 
,," 1 , 1 ",1994,"Die Wohnräume verteilen sich auf zwei Etagen: Wohnzimmer/Essbereich im 2. OG, Schlafzimmer und Bad im DG. 

Beide Ebenen verfügen über einen Südbalkon.

Arbeitsplatz im DG.

Instandsetzung des Personenaufzugs 2019

Heizung erneuert 2015

Die Wohnung ist mit einem unbefristeten Mietvertrag seit Juni 2012 vermietet.", Zentralheizung , 1 Tiefgaragen-Stellplatz ,, 100 MBit/s , 67 m² ,, Erdgas leicht , Maisonette , 2 , 
,,,,"Die schöne 3 Zi.-Erdgeschoss/Hochparterrewohnung befindet sich einem gepflegten Mehrfamilienhaus mit insgesamt 3 Etagen mit Lift. Vom Flur aus erreichen Sie das helle Wohnzimmer mit Zugang zur Loggia sowie zur Küche inkl. Einbauküche und Fenster. Das Kinder- und Schlafzimmer sind ebenfalls vom Flur aus begehbar. Zugang zur Loggia besteht auch vom Schlafzimmer aus. Die Böden wurden mit Laminat, Korkboden und Fliesen verlegt. Das weiß geflieste Badezimmer ist mit einer Badewanne und einer ebenerdigen Dusche, sowie einer höheren angebrachten Toilette ausgestattet. Im Badezimmer kann eine Waschmaschine und obendrauf ein Trockner aufgestellt werden. Ein eigenes Kellerabteil gehört zur Wohnung.  Als Gemeinschaftseinrichtungen stehen Ihnen ein Waschraum und ein Fahrradkeller zur Verfügung. Der TG-Stellplatz Nr. 41 kostet zusätzlich EUR 14.000,--. Der Energieausweis ist in Erstellung und folgt in Kürze. Das monatliche Wohngeld an die Hausverwaltung beträgt ca. EUR 357,-- inkl. Heizung/Warmwasser.",,,, 100 MBit/s , 74 m² ,,,,, 
,," 4 , 4 ",2017,"Die Wohnung, ca. 125 qm Wohnfläche, besticht durch zwei nach Süden und Westen ausgerichteten Dachterrassen mit zusätzlich ca. 34,1qm und 38,4qm. Die Terrassen sind von allen Schlaf- und Wohnräumen erreichbar.
Ein Hobbyraum (Wohnung mit ca. 49 qm) und ein weiterer Hobbyraum sind ebenfalls in gehobener Qualität ausgestattet.
Das Objekt wurde 2017 im KfW-70 Standard in massiver, ökologisch gesunder Ziegelbauweise errichtet. Einzelgaragen in der Tiefgarage mit Kipp Tor und Ladestrom für Elektroauto vorgesehen.", Verbrauchsausweis , 4 ,, 100 MBit/s , 165 m² ,," 23,9 kWh/(m²*a) ", Penthouse , Vereinbarung , 
,," 2 Tiefgaragen-Stellplätze , 2 Tiefgaragen-Stellplätze ",,"Eine Rarität in Bestlage Pullach: 5-Zimmer-Maisonettewohnung mit zwei großen Süd-Terrassen!

Diese ca. 174 m² große Maisonettewohnung in Bestlage von Pullach bietet genug Platz für die ganze Familie.

Sie betreten die Wohnung im 1. OG und gelangen über den Flur in das großzügige Wohnzimmer mit der sensationellen Süd-Terrasse, auf der Sie genug Platz haben um einen Esstisch, eine gemütliche Lounge, eine Gasgrill, etc. aufzustellen. So lassen sich die lauen Sommerabende mit der Familie und Freunden genießen. Außerdem befindet sich in diesem Geschoss noch die große Wohnküche, ein Arbeits-/Gästezimmer und ein separates Gäste-WC. Über eine Wendeltreppe erreichen Sie das Dachgeschoss mit den drei Schlafzimmern und zwei Bädern. Der Masterbedroom verfügt über eine eigene Ankleide, ein modernes en-suite Bad und eine weitere große Süd-Terrasse auf der Sie Ihr privates Refugium zum Sonnen und Entspannen einrichten können. Die beiden anderen Schlaf-/Kinderzimmer haben jeweils auch einen eigenen Balkon. Des Weiteren wurden in einen der beiden Zimmer hochwertige Einbauschränke verbaut, so dass dieser Raum auch gut als zusätzliche Ankleide genutzt werden könnte. 

Da beide Geschosse einen Eingang zum Treppenhaus besitzen, könnten diese theoretisch auch in eigenständige Wohnungen aufgeteilt werden. 

Zu der Wohnung gehören zwei Tiefgarageneinzelstellplätze. Das Haus wurde gerade an die Geothermie Pullach angeschlossen! Bezug ab sofort möglich!",,,,, 174 m² ,,, Maisonette , 2 , 
